,model_id,filepath,decoded,expert_coherence_score,turker_coherence_score,expert_relevance_score,turker_relevance_score,expert_consistency_score,turker_consistency_score,expert_fluency_score,turker_fluency_score,reference
1410,M8,cnndm/dailymail/stories/6c1341bedf92a304318545fbf1aad88651de7909.story,"harry kane celebrates yet another goal during what has been an incredible season for the pfa player and young player of the season . the video , produced by copa90 , uses still photographs of the england forward placed one on top of the other to produce an animated effect . the video is entitled ' harry kane - pfa player of the year ? '",2.0,3.6,2.3333333333333335,3.6,3.0,3.8,4.333333333333333,3.0,"Harry Kane has been in superb form for Tottenham this season. The 21-year-old has scored 30 goals in all competitions for Spurs. Kane also made his England debut, and scored within two minutes.,Harry Kane, who is known as an amazing baseball player, has been nominated for the pfa player award. He is also nominated for the young player award.,Harry Kane is an animated player on and off the field. An incredible animated effect celebrates his goals. He is nominated for the PFA and Young Player of the Year Awards."
1411,M8,cnndm/dailymail/stories/f468efac7b3c54f8c42c2c81dff108c52ebe0d7d.story,eden hazard scored give his side a 1-0 lead against manchester united . sky sports punditry team were convinced that there had been a foul in the build-up . chelsea captain john terry comes in with a strong challenge on radamel falcao .,3.0,4.0,4.333333333333333,4.0,5.0,5.0,5.0,4.0,"Eden Hazard scored the opening goal for Chelsea against Manchester United. At the start of the preceding move, John Terry brought down Radamel Falcao. Sky Sports pundits agreed that play should have been stopped. Thierry Henry, Graeme Souness and Jamie Redknapp analysed at half-time.,The Chelsea team scored a point over the Manchester team but Sky Sports claims it should have been declared a foul. They also cite supporting evidence from three players who agree that the play should have been stopped since the player Terry struck the Manchester player Falcao in the head.,John Terrys strong challenge to Manchester Uniteds Radamel Falcao comes into question by pundits. The Chelsea captain struck the back of Falcaos head with his elbow during a build up where Terrys team gained a 1 point lead. However, experts believe that Terry should of been punished for his rough tackle instead of it going unpunished."
1412,M8,cnndm/dailymail/stories/b5bc2ae78441e4ac08fb01823d5fc0f1627c3166.story,"kevin pietersen takes a moment to reflect ahead of a team photo shoot for surrey . the batsman joked with photographers at the kia oval for the photo session , with surrey set to begin their campaign at glamorgan on april 19 . downton 's sacking on wednesday has paved the way for the 34-year-old to return to the international set-up .",2.6666666666666665,4.0,4.333333333333333,4.2,5.0,3.6,5.0,3.8,"Kevin Pietersen lined up with Surrey team-mates for team photo. Batsman was in a jovial mood as he joked with photographers at KIA Oval. Pietersen could be in line for a return to England Test team this summer. Paul Downton dismissal as managing director has opened door.,Kevin Pietersen looks as if he is in deep thought when posing during a photo shoot with his team.,Paul Downton was dismissed as Englands managing director. Kevin Pietersen awaits team photos and ponders his teams accomplishments. He looks towards the upcoming matches and against Surrey."
1413,M8,cnndm/dailymail/stories/8764fb95bfad8ee849274873a92fb8d6b400eee2.story,paul merson has restarted his row with andros townsend after the tottenham midfielder was brought on with only seven minutes remaining in his team 's 0-0 draw with burnley . townsend was brought on in the 83rd minute for tottenham as they drew 0-0 against burnley . paul merson had another dig at andros townsend after scoring for england against italy .,1.6666666666666667,5.0,2.3333333333333335,4.0,3.0,4.0,4.666666666666667,4.0,"Andros Townsend an 83rd minute sub in Tottenhams draw with Burnley. He was unable to find a winner as the game ended without a goal. Townsend had clashed with Paul Merson last week over England call-up.,Sports columnist Paul Merson and Andros Townsend are in the midst of a twitter feud. Merson started it when Townsend was called up and wrote something disparaging about him in his column. Since then things have gone back and forth between the two.,Merson is angered by the statement made by Townsend in his Sky Sports column. Merson threw a dig at Townsend after scoring his last game."
1414,M8,cnndm/dailymail/stories/4001b252a072ac149c70840b22299cc6cfab3bae.story,radamel falcao 's former monaco team-mate nabil dirar believes the colombian must be regretting his failed loan move to manchester united even though he was not happy in france . the former atletico madrid striker moved to old trafford on a season-long loan last summer . falcao has struggled to reach the heights he achieved before suffering a serious knee injury .,4.333333333333333,4.0,4.0,4.0,5.0,5.0,5.0,4.0,"Radamel Falcao joined Manchester United on on loan last summer. Striker has only managed four goals in a disappointing season. Nabil Dirar said he would have been better off saying at Monaco.,Radamel Falcao has been struggling to perform the same heights he did before his serious knee injury.,Nabil Dirar who is an old team mate of current Manchester United star Radamel Falcao, believes he would have been better off staying in Monaco. Falcao, after joining Manchester United a summer ago, has not seen success, as he unfortunately had a knee injury."
1415,M8,cnndm/dailymail/stories/6372eff07fd3d6f578f90d6115e01747edccc095.story,"dr adrian quarterman , of dundee university , is working on a laser which will convert sun beams into energy , the times reported . the satellites will orbit the earth , covered in mirrors to help it harvest the sunlight and convert it into laser light . if it works , it could mean solar power could even become viable in scotland .",4.666666666666667,4.4,4.666666666666667,4.6,5.0,3.2,5.0,4.2,"Dr Adrian Quarterman has suggested mirrored satellites to collect sunlight. The beams can then be converted into laser light and sent down to earth. The physicist  believes it could even make solar power feasible in Scotland. But he admits you might need to worry about who is in control of them.,Space lasers are becoming a reality, they are not only used in science fiction any longer.  However, they are not being used as weapons, like in the movies, but to benefit society.  A Scottish scientist is researching how to use space lasers to use solar power in areas that dont get much sun naturally.  Researchers in Tokyo are looking into how to use lasers to shoot down pieces of debris in the earths orbit.  The laser would work by pushing space junk into earths orbit, where it would burn up.,Space lasers are hoped to be a source of power for homes in the future. There is research being conducted on how space lasers will be of benefit."
1416,M8,cnndm/dailymail/stories/2c6695b438980783754f7db28129ec2fbb3e6e21.story,"kevin rebbie , 56 , of limerick township , pennsylvania , faces several charges , including aggravated indecent assault , unlawful contact with a minor , sexual abuse of children and invasion of privacy . investigators found 41 videos from the hidden camera that included footage of the girl and others while they used the bathroom , 34 of which showed victims as they showered . rebbie uploaded the videos , some included close-up images of children 's genitalia .",4.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,"Kevin Rebbie, 56, of Limerick Township, Pennsylvania, has been arrested. He allegedly sexually abused a girl in her home and filmed her in bathroom. The girl also claims Rebbie watched her undress and when he thought she was sleeping. Investigators found 41 videos, 34 of which showed victims as they showered. Rebbie said that he purchased the camera specifically to watch the 15-year-old girl but captured other victims on film, too. Rebbies  is being held on a $500,000 bail and will appear in court on May 1.,A older gentlemen, named Kevin was arrested when they found out that he had a camera in a 15 year olds bathroom. He also sexually abused the girl as well.,the article is based on the arrest of a pedophile person who abused the privacy of the children while they were asleep or showering, for this a girl found in her bathroom a camera showing the evidence of what the alleged culprit was doing to satisfy her sexual deviations the arrested person will have a preliminary hearing the first of major and a bond of 500 thousand $"
1417,M8,cnndm/dailymail/stories/130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce.story,"romanian coach ze maria was fired on wednesday after a poor run , only to be reinstated the next day . former inter defender ze maria replaced florin marin in january to become ceahlaul 's third coach this season . he will be replaced by serbian vanya radinovic .",3.6666666666666665,3.0,3.6666666666666665,2.0,4.666666666666667,4.0,5.0,4.0,"Romanian club Ceahlaul Piatra Neamt sacked Ze Maria on Wednesday. But the former Brazil international was  reinstated the next day. He was then sacked again following a defeat on Saturday.,After a poor run former brazil defender ze maria was fired for the second time in two weeks. He will be replaced by Vanya Radinovic, and Vanya Radinovic will be the teams 4th coach this season.,Ceahlaul Piatra Neamt of Romania have fired their coach, Ze Maria of Brazil twice now in one week. First Maria was fired and then reinstated on Thursday however following a loss to FC Botosani on Satuday Maria was fired again. Maria will be replace by Serbian Vanya Radinovic."
1418,M8,cnndm/dailymail/stories/4fb64a2298e18626db776fccf834be87388827e0.story,sir bradley wiggins will bid for cycling 's hour record on june 7 at london 's olympic velodrome . the four-time olympic champion and 2012 tour de france winner will attempt to add to his accomplishments by riding the furthest distance in 60 minutes at the lee valley velopark . wiggins finished his team sky career in the paris-roubaix 253.5km one-day race on sunday .,2.6666666666666665,3.0,4.0,5.0,5.0,5.0,5.0,4.0,"Sir Bradley Wiggins will bid to break cyclings hour record this year. He will race at Londons Olympic Velodrome in front of 6,000 fans in June. Wiggins will ride in next months Tour de Yorkshire. He is also targeting his eighth Olympic medal at the Rio 2016 games.,Sir Bradley Wiggins, at age 35, will try to set a record for cycling further than anyone within an hour at Lee Valley Velopark. The challenge is set to take place on April 28.,Bradley Wiggins, a four-time Olympic cycling champion, will attempt to ride the furthest distance in one hour at the Lee Valley Velopark event on April 28. The new world record was set by Rohan Dennis on February 8th in Grenchen. Tickets for the event go on sale starting April 19."
1419,M8,cnndm/dailymail/stories/2abe0f81f5b22c8a406165717e3bd7fce6fe47c6.story,"iowa board of chiropractic released a report wednesday detailing charges against charles manuel , of lamoni . manuel signed an agreement last month admitting his misdeeds and pledging not to apply for reinstatement for at least 10 years .",4.0,3.0,3.3333333333333335,3.0,5.0,5.0,5.0,3.0,"Charles Manuel of Lamoni, Iowa admitted to a review board that he traded sexual favors for his services. Manuel also fessed up to performing exorcisms and to telling patients to stop taking medications prescribed to them by a medical doctor. The Iowa Board of Chiropractic required Manuel to pledge he would not apply for reinstatement of the license, but only for 10 years.,A chiropractor in Iowa has been stripped of his license after he accepted sex as a form of payment. He also performed exorcisms. Manuel Lamoni signed an agreement admitting what he had done and pledged not to apply for chiropractic reinstatement for a minimum of ten years.,A chiropractor from Iowa forfeited his license after the allegations that he was doing exorcisms and trading sex with patients for chiropractic services. He will have to the allegations no longer exist before he can start practicing in Iowa again."
1420,M8,cnndm/cnn/stories/b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e.story,"italy is coping with a rising wave of migrants from africa and middle east . a total of 8,480 migrants were rescued , according to the italian coast guard . sos calls from 20 boats in distress .",2.6666666666666665,5.0,3.3333333333333335,4.0,4.666666666666667,4.0,3.3333333333333335,5.0,"The Italian coast guard says 8,480 migrants were rescued from Friday to Monday. Save the Children said Tuesday 400 migrants could be missing from a boat. The Italian coast guard cannot confirm that report.,Rome, Italy has seen a recent influx of migrants from the Middle East and Africa. In January through March of 2015, Italy processed more than 10,000 migrants.,Italy is being beset by waves of refugees inundating its shores. An overloaded boat with 500 aboard recently sank and most of the Italy-bound passengers are believed dead."
1421,M8,cnndm/dailymail/stories/d89de9c2a76f2665560becfe5d761a4fc62b9926.story,"altrincham 's compact 6,000-capacity home may not be old trafford , but it does have a proud history of its own . callum gribbin was the matchwinner for manchester united with a delightful free-kick . entry was probably as far removed from sunday 's big match as you could imagine .",2.0,3.0,2.0,3.4,5.0,3.0,5.0,3.0,"Man United beat Man City 1-0 in Saturdays under 18 encounter. Callum Gribbin scored the winning goal at Moss Lane, Altrincham. The result leaves United two points behind leaders Middlesbrough. The real Manchester derby takes place at Old Trafford on Sunday.,United won the Under 18s Premier match against City. They claimed two of this years cross town matches thanks to their talented young players.,Two talented junior teams met Saturday afternoon. The Reds Tyros, defeated United, leaving United 2 points behind Middlesbrough."
1422,M8,cnndm/dailymail/stories/0cd10ad50ceef529d96a255ed12ac9cd001ba9db.story,maurice van ryn has told a court of the severe impact it had on her life . but when she found out he had been caught she knew she had to break her silence . the wealthy nsw businessman has pleaded guilty to 12 sex offences .,2.3333333333333335,4.6,3.3333333333333335,4.4,2.3333333333333335,4.4,5.0,4.0,"A victim of Bega Cheese boss Maurice Van Ryan read her impact statement. She told Sydney District Court on Monday she felt scared and ashamed. I didnt know it was against the law, the victim said.,A working man was accused of sexually assualting several people including children. His significant other is devastated over this news and the oldest daughter has become suicidal.,Bega Cheese Boss Maurice Van Ryn has pleased guilty to 12 sex offences. He is accused of persistent abuse of a child."
1423,M8,cnndm/dailymail/stories/6f027d030f9ca86446dc893f1d10ced4c9a3561f.story,jordan henderson has provided liverpool with a lift after their fa cup heartache . the club 's vice-captain had 14 months remaining on his current contract . his advisors had been in talks with liverpool since the beginning of this season .,1.6666666666666667,2.0,2.6666666666666665,3.0,5.0,3.0,5.0,4.0,"Jordan Henderson is set to sign an improved deal with Liverpool. The 24-year-old midfielder has 14 months left on his current contract. Henderson could replace Steven Gerrard as club captain this summer. Liverpool will resume talks with Raheem Sterling at the end of the season.,A player has signed onto a new contract with another team which is set to start in 2020. The player has shown to be quite impressive over the years and replaced a veteran last year.,Jordan Henderson was heroic for Liverpool with a newly-signed contract. He has improved immensely over the years. He could very well replace Gerrard as team captain soon."
1424,M8,cnndm/dailymail/stories/9beaaf73e4517d5bf1bc284f386485d571da96cf.story,"priscilla presley will serve as a witness at the first wedding to be held at an all-new chapel of love in las vegas . the 69-year-old collaborated with nbc's today show to launch a contest for one elvis-obsessed couple to win the ' ultimate wedding ' . westgate , formerly the las vegas hilton , is where elvis performed more than 830 sold-out shows .",3.6666666666666665,3.6,3.3333333333333335,3.4,5.0,4.2,5.0,3.2,"The 69-year-old collaborated with NBCs Today show to launch a contest for an Elvis-obsessed couple to win the ultimate wedding. The winning duo will get married in the brand new Elvis Presleys Graceland Wedding Chapel at the Westgate Hotel on Thursday, April 23. While she agreed to make an appearance, the woman who wed Elvis in 1967 made one thing clear before unveiling the latest wedding chapel to bear his name: No impersonators.,Elvis Presleys former wife, Priscilla Presley will serve as a witness for one lucky couples wedding to celebrate the opening of the new Chapel of Love in Las Vegas, Nevada.,A couple of Elvis fans who won a contest will have Priscilla Presley be in person as a witness to their wedding. The ceremony will take place in Las Vegas."
1425,M8,cnndm/dailymail/stories/2cfc33d01364162579f46b2764914a03a29453ce.story,arsenal midfielder mesut ozil can not wait for the ever-nearing kick-off . the 26-year-old was the beneficiary of the timepiece as he visited an apple store on thursday afternoon . ozil compared his watch to tv character michael knight from the hit action show knight rider . wilshere was on the bench for arsenal 's fa cup semi-final against reading .,2.3333333333333335,3.8,3.0,3.6,5.0,3.4,5.0,3.8,"Arsenal playmaker Mesut Ozil was given an Apple Watch on Thursday. The Apple Watch will be officially released for sale on Friday. Ozil is expected to start for Arsenal in their clash vs Chelsea on Sunday.,Ozil is excited for the premier league matchup against Chelsea. He is expected to start and play at the Emirates Stadium on the upcoming Sunday. Jack Wilshere has been helpful for Arsenal in the recent past.,First place Chelsea visits second place Arsenal at 4:00PM on Sunday. Previous Chelsea player and current Arsenal player Mesut Ozil is extremely excited about it. The return of Jack Wilshere has energized the Arsenal, who are ten points back with six games left on the schedule."
1426,M8,cnndm/dailymail/stories/d680ebcdcd59fd5ee9b602a06bcd5230c212835b.story,football association chairman greg dyke wants to increase the number of home-grown players at top flight clubs . dyke wants to increase the minimum number of home-grown players in club squads from eight to 12 . the proposals also include changing the rules so that 'home-grown ' means having trained in england for three years .,2.6666666666666665,3.0,3.3333333333333335,3.0,3.0,3.0,5.0,3.0,"Greg Dyke wants to increase the minimum number of homegrown players at Premier League clubs from eight to 12. FA chairman has been backed by ex-England bosses Graham Taylor, Glenn Hoddle, Kevin Keegan, Sven-Goran Eriksson and Steve McClaren. Rise of Harry Kane proves England can develop talented youngsters.,The chairman of the Premiere football association Greg Dyke has been receiving support around the league for the changes he wants to make. Greg wants to increase the minimum allowed amount of native born players from eight to twelve and currently many people are supporting him in this idea.,The chairman is backed, and wants to make changes that the premier league opposes itself too. One of the changes is that he wants to change the players to 12 instead of eight, which they arent interested in. The chairman wants people to back the proposal so it helps out England to win a world cup."
1427,M8,cnndm/dailymail/stories/eeef09d26cf30c2124c0399b08eedc6321fe5d20.story,neymar and alves headed to watch el clasico on thursday night . dani alves proved their dedication to barcelona by supporting basketball side . real madrid remain top of their euro league division over their bitter rivals .,2.6666666666666665,4.0,3.3333333333333335,4.0,5.0,4.0,4.666666666666667,4.0,"Neymar helped Brazil beat Chile 1-0 at the Emirates stadium last weekend. Barcelona won the El Clasico to go four points clear at the top of La Liga. Luis Enriques side take on Celta Vigo in La Liga on Sunday.,Neymar and Alves support Barcelonas basketball. Real Madrid is currently atop the Euro League. The two teammates watched basketball together.,A recent team in Brazil has won a large contest over their rivals for the year. The players sister was there to support her brother march to victory."
1428,M8,cnndm/dailymail/stories/9b1af0f993d78353ebd56a1b180e882e751527b3.story,"aaron siler , 26 , was fatally shot after being confronted by officer pablo torres on march 14 . torres is currently on leave pending the outcome of the investigation into the deadly shooting . siler 's family and friends have called the billboard ' disrespectful ' and said it should be taken down .",3.0,4.0,3.3333333333333335,4.0,5.0,3.0,5.0,5.0,"The billboard erected in Kenosha, Wisconsin, features the smiling face of officer Pablo Torres after he shot dead Aaron Siler, 26, last month. Torres is currently on leave while an investigation is being held into the deadly shooting. Silers family and friends have called the billboard disrespectful and are asking for it be taken down. The Kenosha Professional Police Association claims the billboard is simply to thank the local community for its support. Torres shot another man 10 days before Siler killing.,Multiple shootings took place last month from an officer after a standoff. A billboard was plastered of the police officer and many have boycotting the billboard as well as supported it.,A billboard of a police officer and his dog who was/were involved in a police officer shooting and death of a civilian has angered the family members of the deceased civilian."
1429,M8,cnndm/dailymail/stories/808a439a5d83fc47baaea934c8779a7ebc62470d.story,referee mark clattenburg has been named to take charge of the manchester derby . english referee was dismissed for two bookable offences during belgium 's 1-0 defeat of israel in their euro 2016 qualifier on march 31 . clattenburg has been accused of favouring louis van gaal 's side .,2.3333333333333335,4.0,3.0,4.0,2.6666666666666665,4.0,5.0,3.0,"Manchester United host Manchester City in Premier League on Sunday. Mark Clattenburg has been named as the Manchester derby referee. Official sent off Vincent Kompany for Belgium and both his red cards shown in the league this season have been to United players.,In the upcoming Manchester Derby, the lead referee has been announced to be Mark Clattenburg, which has concerned some players from teams from which Clattenburg has given red cards to.  Despite the controversial decision to have Clattenburg be the lead referee, he is still regarded as one of the best officials in the Premier League.,Mark Clattenburg will officiate the Manchester Derby on Sunday. Clattenburg will be assisted by Simon Beck and Jake Collin while Jonathon Moss will serve as the fourth official. United and City are expected to be competing in a tight contest which may determine who will come second in the league standings behind Chelsea who are the expected winners this season. The general consensus is that Clattenburg favors Manchester United however he has only red carded two players this season, both of whom are from United. Clattenburg is highly regarded as one of the best referees in the league."
1430,M8,cnndm/dailymail/stories/8bc8f134bc3ceaeec0df8f29e96e13d319717ab8.story,"president josep maria bartomeu has insisted that the la liga leaders have no plans to replace luis enrique and they 're ' very happy ' with him . the 44-year-old took only took charge at the club last summer , and is only six games away from winning the title . barcelona president josep maria bartemou says the club are ' very happy ' with enrique 's performance .",3.6666666666666665,4.0,4.0,3.0,5.0,3.0,5.0,4.0,"Barcelona president Josep Bartomeu says the club are happy with Enrique. Barca are currently top of La Liga and closing in on the league title. Enriques future at the club has been speculated over the season.,Barcelonas new coach Luis Enrique has his team only six games away from a title. The club president is very pleased with him and has no plans to look elsewhere for a new manager.,Rumors have circulated that Barcelona Club President, Luis Enrique, will be replaced this summer.  However, Barcelona Club president, Josep Maria Bartomeu claims to be ""very happy"" with Enrique.  Enrique has been manager since last summer.  Bartemou stated that ""he has a contract until 2016 and we are very happy with him because Barcelona are one of the few clubs in the world that are going into the final stretch of the season still capable of winning three trophies."""
1431,M8,cnndm/dailymail/stories/f5fead94ee884800e84a212cc0edc78b11c4ba9f.story,manchester city are keen to sign anderlecht teenager evangelos patoulidis . the 14-year-old playmaker is regarded as one of the best talents to emerge from anderlecht 's youth set-up . the belgian starlet rejected a move to barcelona 's la masia academy when he was 12 as his family wanted him to continue his studies .,5.0,4.2,4.666666666666667,4.6,5.0,4.8,5.0,4.2,"Evangelos Patoulidis also attracted interest from Barcelona and Arsenal. Anderlecht rejected a move to Barcelona when he was 12. City in talks with Anderlecht chief Roger Vanden Stock to complete a deal.,Manchester Citys manager, Manuel Pellegrini is keen to sign Belgian Evangelos Patoulidis, a 14-year-old playmaker from Anderlecht in hopes to build for the future. Patoulidis has also garnered attention from Arsenal and Barcelona.,Manchester City show interest in signing 14 year old, playmaker, Evagelos Patoulidis. Patoulidis comes from Anderlechts youth set up."
