,model_id,filepath,decoded,expert_coherence_score,turker_coherence_score,expert_relevance_score,turker_relevance_score,expert_consistency_score,turker_consistency_score,expert_fluency_score,turker_fluency_score,reference
311,M11,cnndm/dailymail/stories/2cfc33d01364162579f46b2764914a03a29453ce.story,"arsenal midfielder mesut ozil has scored four goals in the premier league . the 26-year-old is the beneficiary of the timepiece - which ranges from # 299 to # 13,500 . arsenal midfielder is the to arsenal 's fa cup semi-final win over reading ray parlour believes the club 's fitness record is the one thing .",2.3333333333333335,4.0,3.6666666666666665,4.4,4.333333333333333,3.8,2.0,3.2,"Arsenal playmaker Mesut Ozil was given an Apple Watch on Thursday. The Apple Watch will be officially released for sale on Friday. Ozil is expected to start for Arsenal in their clash vs Chelsea on Sunday.,Ozil is excited for the premier league matchup against Chelsea. He is expected to start and play at the Emirates Stadium on the upcoming Sunday. Jack Wilshere has been helpful for Arsenal in the recent past.,First place Chelsea visits second place Arsenal at 4:00PM on Sunday. Previous Chelsea player and current Arsenal player Mesut Ozil is extremely excited about it. The return of Jack Wilshere has energized the Arsenal, who are ten points back with six games left on the schedule."
312,M11,cnndm/dailymail/stories/808a439a5d83fc47baaea934c8779a7ebc62470d.story,mark clattenburg has been named to take charge of manchester derby on sunday . city captain vincent kompany was dismissed for two bookable offences during the euro 2016 qualifier . the 40-year-old has only sent off two players from united and city this season .,2.0,4.0,2.6666666666666665,4.0,5.0,3.6,5.0,3.6,"Manchester United host Manchester City in Premier League on Sunday. Mark Clattenburg has been named as the Manchester derby referee. Official sent off Vincent Kompany for Belgium and both his red cards shown in the league this season have been to United players.,In the upcoming Manchester Derby, the lead referee has been announced to be Mark Clattenburg, which has concerned some players from teams from which Clattenburg has given red cards to.  Despite the controversial decision to have Clattenburg be the lead referee, he is still regarded as one of the best officials in the Premier League.,Mark Clattenburg will officiate the Manchester Derby on Sunday. Clattenburg will be assisted by Simon Beck and Jake Collin while Jonathon Moss will serve as the fourth official. United and City are expected to be competing in a tight contest which may determine who will come second in the league standings behind Chelsea who are the expected winners this season. The general consensus is that Clattenburg favors Manchester United however he has only red carded two players this season, both of whom are from United. Clattenburg is highly regarded as one of the best referees in the league."
313,M11,cnndm/dailymail/stories/cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365.story,new zealand police are appealing to the public to help identify a man who robbed christchurch dairy . the fluoro orange sweatshirt and oversized mask is described as being ` tall ' . he made off with the dairy 's till and about $ 1500 in cash . the man in a fluoro mask demanded cash from owner 's daughter . police are asking anyone with information that may help identify this person to call crimestoppers on 0800 555 or to call police online .,2.0,4.0,4.333333333333333,4.4,4.333333333333333,4.0,4.666666666666667,3.6,"Police were called to a dairy in east Christchurch after reports of a robbery. Man in a distinctive cartoon mask demanded cash from owners daughter. Police are appealing to the public for help in identifying the offender.,A masked man robbed a dairy in Christchurch on Saturday afternoon, and police are asking for help in identifying him. They are describing him as very tall. He was caught on camera in a bright orange sweatshirt and a cartoon mask.,Police stated that a man who robbed a Christchurch Dairy in a unique cartoon mask remained at large. There was no reported weapon, but the police are asking anyone with information to come forward."
314,M11,cnndm/dailymail/stories/8e6c8aec6808f66ed0342e128a4e146f3ecd627d.story,"kaitlyn granado , 24 , was first arrested on march 19 for having an inappropriate relationship with pupil . she had sex with an underage pupil from a texas high school . she has been accused of having sex with a 15-year-old student . she was arrested for letting another teen touch her breasts in april last year . the abuse came to light after a school police officer learned of a possible relationship with the 15-year-old . the teen claims the sexual relationship took place in her car late at night on march 24 .",2.6666666666666665,4.2,3.6666666666666665,4.4,2.0,4.6,5.0,3.8,"Kaitlyn Granado, 24, first arrested March 19 for relationship with boy, 15. Admitting kissing and letting him touch her and was released on bail. Officers quizzed another 15-year-old on March 24 over second relationship. Granado arrested again amid claims she had sex with second boy in car.,Texas math teacher Kaitlyn Granado is accused of having sex with her student, 15, in her car for a month. She has been arrested and will be released with $50,000 bail.,Teacher Kaitlyn Granado was arrested for having repeated sexual relations with one of her under-aged students just one month after allowing another student to have inappropriate contact with her, for which she was previously suspended and placed on administrative leave.  Police have investigated and discovered that she may have been involved in an inappropriate relationship with yet another student at the school that she teaches at."
315,M11,cnndm/dailymail/stories/9b5a04b9879fe716a2dcd66dd331f99534603c16.story,bob katter said the government believes mr gordon would quit after he was recently accused of domestic violence . he says he 's been personally subjected to racist attitudes from both major parties in the past . he said he was a ` little black puppet on a string ' . mr gordon was forced to quit the labor party last week in the wake of being accused of violence . the party 's website said mr gordon has been accused of attacking the queensland government .,3.0,4.0,3.6666666666666665,4.0,4.0,3.0,5.0,4.0,"Mr Gordon was forced to quit Labor after being accused of domestic violence. Mr Katter accused the Queensland Government of assuming Mr Gordon would quit from the allegations. Mr Katter said he had been personally subjected to racist attitudes from both major parties in the past.,A government official had to resign after being domestic violence charges were brought forward. Many are upset by this decision and believe the government is in the wrong.,MP Bob Katter has been accused of domestic violence and has admitted he has had a criminal past."
316,M11,cnndm/dailymail/stories/02c955067d00f38b6978b805d5a8701a787f78ac.story,"three vehicles collided on brisbane valley highway on wednesday afternoon . three vehicles were taken to ipswich hospital in brisbane . the three were involved in a crash crash in brisbane , brisbane . three people were including four children , have been taken to hospital with minor injuries . three car pileup happened at the brisbane valley west of fernvale . a 40-year-old man with chest and shoulder injuries and a five-year-old boy suffered from abdominal pain . the two were airlifted to hospital and airlifted a number of patients to hospital .",2.3333333333333335,4.2,3.0,4.2,2.0,4.4,2.6666666666666665,3.8,"Three vehicles collided on the Brisbane Valley Highway, near Fernvale. A 40-year-old man with chest and shoulder injuries was airlifted to hospital. Also flown out was a six-year-old girl suffering from abdominal pain. Six others - including an infant and two young girls - had minor injuries. One person involved in the crash was found trapped inside their vehicle.,A three vehicle collision on the Brisbane Valley highway Wednesday afternoon sent a number of people to the hospital. Police stated that the highway will be closed for a few hours, but detours are in place.,There was a major crash in Brisbane, multiple vehicles and tons of injuries including multiple children. They had to be rushed to the hospital utilizing a helicopter as well. They had to prioritize certain injuries over others. The highway would remain shutdown for a while after this crash."
317,M11,cnndm/dailymail/stories/130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce.story,brazilian coach ze maria was fired on wednesday after poor run . the romanian club have been sacked by ze maria for the second time . neamt neamt have been beaten by mid-table fc botosani on saturday . the former inter milan and parma right back in the bottom of the season . ze maria replaced the florin marin in january to become ceahlaul 's third coach .,1.6666666666666667,4.0,2.3333333333333335,4.0,2.3333333333333335,4.0,1.6666666666666667,4.0,"Romanian club Ceahlaul Piatra Neamt sacked Ze Maria on Wednesday. But the former Brazil international was  reinstated the next day. He was then sacked again following a defeat on Saturday.,After a poor run former brazil defender ze maria was fired for the second time in two weeks. He will be replaced by Vanya Radinovic, and Vanya Radinovic will be the teams 4th coach this season.,Ceahlaul Piatra Neamt of Romania have fired their coach, Ze Maria of Brazil twice now in one week. First Maria was fired and then reinstated on Thursday however following a loss to FC Botosani on Satuday Maria was fired again. Maria will be replace by Serbian Vanya Radinovic."
318,M11,cnndm/dailymail/stories/4001b252a072ac149c70840b22299cc6cfab3bae.story,radamel falcao has struggled for manchester united during his season-long loan . louis van gaal 's side have to pay # 46million to make falcao 's transfer permanent . the atletico madrid striker has scored four goals in louis van . falcao is not happy in france but thinks he would have been better off .,2.6666666666666665,3.6,3.3333333333333335,3.8,3.6666666666666665,3.8,3.6666666666666665,3.8,"Radamel Falcao joined Manchester United on on loan last summer. Striker has only managed four goals in a disappointing season. Nabil Dirar said he would have been better off saying at Monaco.,Radamel Falcao has been struggling to perform the same heights he did before his serious knee injury.,Nabil Dirar who is an old team mate of current Manchester United star Radamel Falcao, believes he would have been better off staying in Monaco. Falcao, after joining Manchester United a summer ago, has not seen success, as he unfortunately had a knee injury."
319,M11,cnndm/dailymail/stories/b5925c1a02fa9a8f6b1d5ad764c19a732deac0df.story,"new zealander tim weston was on holiday in puerto vallarta with his wife . a black dog wearing a red collar in new zealander 's mouth . the clip shows a large animal of a crocodile swimming through a public marina . the the animal was taken by the owner of puerto vallarta in mexico . the dog was the attack happened and described how the animal kept the dog in its mouth for ages , not moving at all ' .",2.0,5.0,2.3333333333333335,5.0,1.6666666666666667,4.0,1.6666666666666667,5.0,"A local bike shop owners dog was snatched by a crocodile. The crocodile was swimming through Puerto Vallarta marina, in Mexico. New Zealander Tim Weston was on holiday and saw the bizarre sight. A video of the dog in the crocs jaws has been viewed half a million times.,A dog was being attacked by a large crocodile while bystanders watched from afar. The animal latched onto the dog for hours and someone made a video posted online,A video of a crocodile holding a dead pet dog in its jaw has gone viral.  The dead pet was filmed by a tourist from New Zealand.  Crocodiles are a common occurance on the Puerto Vallarta Mexican Beach where this was filmed.  Social media users are expressing disdain at the event."
320,M11,cnndm/cnn/stories/5139ccfabee55ddb83e7937f5802c0a67aee8975.story,russian fighter jet intercepted a u.s. reconnaissance plane in an `` unsafe '' manner '' . pentagon says the incident occurred in international airspace north of poland . the russian jet flew within 100 feet of a rc-135u over the baltic sea of okhotsk in the western pacific . it was intercepted by a russian su-27 flanker . the united states is complaining about incident involving the incident .,3.3333333333333335,5.0,4.0,5.0,5.0,4.0,3.6666666666666665,5.0,"The incident occurred on April 7 north of Poland in the Baltic Sea. U.S. says plane was in international airspace. Russia says it had transponder turned off and was flying toward Russia.,The USA has been in talks with Moscow regarding the interception of a US plane by a Russian fighter. The incident occurred north of Poland in international airspace. Russia and the US come into aircraft contact often.,Earlier this week, a Russian fighter jet made unsafe and unprofessional moves when intercepting a US reconnaissance plane. The pentagon has since complained to the Russian military."
321,M11,cnndm/dailymail/stories/096e418a953af86df0d1560bec95bc7bfee2e34b.story,bayern munich manager pep guardiola 's underwear was on show . porto beat 5-0 at the allianz arena on tuesday night . the spanish tactician 's underwear is on show after the incident . the bayern beat porto in the champions league on tuesday .,2.3333333333333335,4.0,3.6666666666666665,3.8,2.0,2.8,4.333333333333333,3.6,"Bayern Munich boss Pep Guardiola ripped a hole in his trouser leg. His underwear were on show during the European match in Germany. The German giants booked place in the semi-finals thanks to 6-1 rout.,Bayern Munich manager Pep Guardiola was so excited that his team beat Porto 6 to 1, he ripped his left pants leg celebrating. The win puts Bayern Munich in the semi-finals of the Champions League. Goals were scored by Thiago Alcantara, Jerome Boateng, Thomas Muller, Robert Lewandowski, and Xabi Alonso.,Bayern Munich manager Pep Guardiola was seen with a hole in his undergartments during a Champions league match."
322,M11,cnndm/dailymail/stories/2377095dda83df778e34304b7a09813808105d3b.story,"managers at the passport agency made # 42 million profit in bonuses . ministers refused to give a blanket refund to families who had to pay extra to get their travel documents . ministers said it could not say how many claims were rejected , partly because of ` system failure of our customer complaint system ' .",2.3333333333333335,3.8,3.3333333333333335,3.8,5.0,3.6,5.0,3.8,"HM Passport Office struggled to cope with 3.6million Britons applications. Ministers agreed to give urgent cases a free upgrade to fast-track service. Only 2,191 compensation applications were approved totalling £203,066. Meanwhile managers at agency were handed total of £1.8million in bonuses.,Thousands of people who applied for passports have been delayed without receiving renumerations.  The passport agency has made substantial profits and bonuses, but havent given adequate refunds to those who paid extra to get documents quickly.  The passport office was backlogged last summer and the chairman of home affairs was surprised about the lack of compensation.  Many missed trips due to the backlogs.  The passport offices made huge profits last year, but despite that when a newspaper contacted 12 people it was reported that only one got money back.,Too many people have been applying for passports and its causing services to slow and be approved. Many were even rejected simply because the number was too high."
323,M11,cnndm/dailymail/stories/d3c9ce137ba24a69253508b3416630465c050ae4.story,"dayna dobias , 19 , from downers , illinois , was born with cerebral palsy . she hopes to inspire others with her enthusiastic videos . she says her motivation for creating the video was to highlight stereotypes of people over certain disability . she has created a video in which she dances do n't judge : people tend to think that because i have cerebral palsy i can not do anything and that i am so different from everyone else , when in reality i am pretty much just the same as everyone else ' .",3.0,3.0,3.3333333333333335,4.0,5.0,3.0,4.0,2.0,"Dayna Dobias, 19, has created a video in which she dances despite having a disability that makes it difficult for her to walk. She loves TV, film and fashion, and says she’s not happy with how people with disabilities are represented. The teen has created several videos during the past year aimed at changing stereotypes.,Dayna Dobias is a 19 year old teenager from Illinois with cerebral palsy. She enjoys creating videos of her dancing as a form of motivation to break down stereotypes that people have about the disability, and hopes to inspire others.,People with disabilities should be shown more in television and movies and showcased in a way that isnt degrading or offensive. A person with cerebal palsy discusses her experiences with people dancing and motivational speaking."
324,M11,cnndm/dailymail/stories/3785743303ddb8b594be7c449a37458b99e83812.story,steve bruce wants to keep hull city in the premier league this season . steve bruce is hoping ` nine or eight might be enough ' . hull have six games to save their season . james ward-prowse penalty and late strike from southampton for the first 45 minutes . michael dawson and nikica jelavic have also been out of the season .,2.0,3.0,3.0,3.0,5.0,3.0,3.6666666666666665,4.0,"Steve Bruce adamant that Hull will avoid relegation from Premier League. Hull were beaten 2-0 by Southampton at St Marys on Saturday. Defeat leaves Hull in 17th just two points clear of the danger zone. Bruce wanted 10 wins at the start of the season, but Hull have just six.,Steve Bruce is attempting to keep his team, Hull City, in the Barclays Premiere League, in spite of their most recent loss to Southampton.  They have had more losses than he had hoped, but they are determined to remain positive.  Theyve won six games this year, and Bruce is hoping that ""nine or eight might be enough.""  Bruce believes their struggles stem from long-term injuries suffered by several of the players.,Steve Bruce remains optimistic about keeping Hull City in the Barclays Premier League even after several long term injuries to key players have led to struggles. Originally thinking a 10 win season would be sufficient, recent struggles have led him to hope that 8 or 9 wins will be enough."
325,M11,cnndm/dailymail/stories/2abe0f81f5b22c8a406165717e3bd7fce6fe47c6.story,the iowa board of chiropractic released a report wednesday detailing charges against charles manuel . manuel signed an agreement last month . the exorcisms on patients has surrendered his license to practice and admitted to swapping services for sex and performing exorcisms on some patients . he 's received outstanding evaluation for patient satisfaction on healthgrades.com . he is also recommended that patients stop taking medication he prescribed to them . he can resume practicing chiropractic in the state .,2.0,3.0,2.6666666666666665,4.0,1.3333333333333333,3.0,3.0,4.0,"Charles Manuel of Lamoni, Iowa admitted to a review board that he traded sexual favors for his services. Manuel also fessed up to performing exorcisms and to telling patients to stop taking medications prescribed to them by a medical doctor. The Iowa Board of Chiropractic required Manuel to pledge he would not apply for reinstatement of the license, but only for 10 years.,A chiropractor in Iowa has been stripped of his license after he accepted sex as a form of payment. He also performed exorcisms. Manuel Lamoni signed an agreement admitting what he had done and pledged not to apply for chiropractic reinstatement for a minimum of ten years.,A chiropractor from Iowa forfeited his license after the allegations that he was doing exorcisms and trading sex with patients for chiropractic services. He will have to the allegations no longer exist before he can start practicing in Iowa again."
326,M11,cnndm/dailymail/stories/7cba80e83b222801fed8d6f96e8c0aa381c54b28.story,"manchester united goalkeeper anders lindegaard made the most of the english weather with swedish model last year . misse beqiri , lindegaard tied the knot with the stunning wife misse . he has made just 19 league appearances for manchester united this season . the united goalkeeper has been linked with a move to fc midtjylland in january .",2.6666666666666665,3.2,3.3333333333333335,4.4,2.6666666666666665,4.2,2.6666666666666665,3.0,"Anders Lindegaard posted Instagram photo with model wife Misse Beqiri. The Man Utd goalkeeper tied the knot with Beqiri last year. Lindegaard is third-choice keeper at Old Trafford under Louis van Gaal.,Anders Ligaard has married Misse Beqiri. The two have a son together. Ligaard is a United goalkeeper while Beqiri is a Instagram model.,A player who is quite successful in manchester showed off a picture of his wife and child online. He is possibly going to be switched when the clubs can agree on pricing."
327,M11,cnndm/dailymail/stories/e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9.story,"the outback casanova , who lives in humpty doo , northern territory , has his dream girl on gumtree . he is also ` also a princess ' need to be ' . accomodation available , position may offer company car , phone and laptop , to the ` successful candidate ' , ' it reads . the advertisement included a list of requirements in his potential partner , and personal details about his dream .",2.0,5.0,3.0,5.0,4.666666666666667,5.0,1.6666666666666667,4.0,"Man posted advertisement seeking girlfriend/wife on Gumtree. Rich, 31, says potential partner would be showered with gifts and benefits. Post says the lucky girl would a gym membership, phone, laptop and car. Previous applicants need NOT apply (NO exs) the advertisement says.,A man in Humpty Doo, Northern Territory put out an ad online to find his dreamgirl promising that all resonable offers will be considered by the 31 year old self proclaimed rich, well endowed man.,A young man posts an advertisement searching for love and posting requirements on what he is looking for."
328,M11,cnndm/dailymail/stories/97bbda7ec22a736cd174b51513c72a6372d13d35.story,"13 letters were expected to bring in anywhere from $ 300,000 to $ 600,000 . the owner of the signage is yankee hall of famer reggie jackson , who bought the letters for an undisclosed amount . the stadium was built in 1923 , was installed in 1976 and taken down in 2008 . the auction was $ 20,000 to $ 260,000 , it raked in a winning bid of $ 112,500 at auction . he promised before the auction that if the letters were bought by a bidder in the united states .",2.0,4.0,2.6666666666666665,4.0,4.666666666666667,4.0,3.6666666666666665,3.0,"The Yankee Stadium signage was bought by Hall of Famer Reggie Jackson when the stadium was shuttered in 2008 for an undisclosed sum. Before the auction, Jackson had promised to fly out himself to see the letters at the winners home.,The once iconic and attractive pack of 13 letters that was placed at the Yankee stadium in 1976 and later removed in 2008 was unexpectedly not favorably considered at the Sothebys auction when the 68 year old owner of the letters attempted to transfer its ownership to a member the younger populace. Thus, when the minimum estimate of $300,000 was not met, a further attempt was made by a former player of the Yankees to personally visit the new owner as an incentive.,Despite promises from current owner Reggie Jackson to fly them out to the winners home personally, the 10-foot-tall letters that once adorned Yankee Stadium were not sold on at a recent Sothebys auction. They were expected to bring up to $600,000, but the only bid came from a Sothebys employee for $260,000 in an effort to get the bidding started."
